time,open,high,low,close,EMA,Smoothing Line,Long,Short,Shapes,Shapes,PP SuperTrend,Plot,Buy,Sell,Plot,Plot,Plot,Up Trend,Down Trend,Volume,Volume MA,Plot,Plot,Plot,Plot
1646836200,223.87,232.2,222.47,230.14,232.49519920009533,232.70310010238535,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49274195,55657042.35,-0.6943240661612884,0.6989177136310983,-0.6989177136310983,-2.180569401924684
1646922600,225.31,227.88,218.82,226.58,232.4363414966118,232.6060344297248,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42806565,55175962.3,-0.7456605375093386,0.7144082233239836,-0.7144082233239836,-3.600390694978588
1647009000,230.22,231.45,220.46,221,232.32254705385944,232.4932977687325,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36720857,54446006.55,-0.8594161338488304,0.7347814828760373,-0.7347814828760373,-6.310408377303433
1647264600,218.69,222.62,211.5901,213.3,232.13326797869667,232.3812450546158,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38535424,53345417.85,-1.0656045442977713,0.7624844337514751,-0.7624844337514751,-6.930666103157978
1647351000,215.18,230.38,213.2201,229.73,232.10935486448076,232.29934211874897,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49199569,53603274.15,-0.4560227006367471,0.7601200141243006,-0.7601200141243006,-3.0810650508699595
1647437400,235,245.97,231.72,244.96,232.23722198025706,232.24774667478133,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67142174,53451618.85,0.21299585541445215,0.748009231228624,-0.748009231228624,4.6968654975466775
1647523800,241.2,248.42,239.06,247.66,232.39068245806544,232.23861486707202,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47194119,52147943.15,0.5676232278917531,0.7188575121825123,-0.7188575121825123,2.4396049734707264
1647610200,247.99,265.6899,246.24,264.53,232.7104766624628,232.31620078879274,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73071856,51748560.55,1.3094195806063462,0.7407875228404156,-0.7407875228404156,8.288227513971263
1647869400,265.07,271.5199,259.67,267.34,233.0550490339806,232.5005569998495,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59172708,50900921.4,1.6573365633252675,0.8095543544104445,-0.8095543544104445,7.008933106948876
1647955800,267.27,272.38,260.72,265.24,233.3752973022992,232.7537454874132,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54700710,50468844.7,1.7684362251512613,0.8826994598170956,-0.8826994598170956,4.726011750422732
1648042200,261.26,266.115,255.7501,256.34,233.60380180675395,233.0270614527126,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50211986,50146890.15,1.5332226243694933,0.9250828375811658,-0.9250828375811658,1.9783336310042328
1648128600,261.66,283.1999,259.07,281.5,234.0803808932539,233.36500113975026,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87737914,50854782.7,2.1039100864666933,1.0083230610643683,-1.0083230610643683,9.776397915245216
1648215000,278.86,283.58,272.71,276.92,234.5066457599877,233.72423495925523,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57901618,51105536.05,1.8951013552878344,1.077194295916622,-1.077194295916622,6.042367364733705
1648474200,277.555,282.5,272.06,282.19,234.9811069962067,234.10944655170047,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42549392,50846412.6,1.8637387244052943,1.1363186082043324,-1.1363186082043324,-0.31543196077726915
1648560600,286.945,289.46,279.8,286.56,235.49432981216484,234.53325305367358,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48898440,51231054.7,1.7888567035575553,1.182948042982066,-1.182948042982066,-2.29709375260276
1648647000,283.04,284.955,275.03,276.9,235.90632653045176,234.99375799841314,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46348713,51600281.1,1.3173726739577898,1.1877974367855797,-1.1877974367855797,-4.052657639026204
1648733400,277.82,282.48,272.7,272.86,236.27402477392985,235.4324867745483,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52344022,52392007,0.9374175377997668,1.1885841622067561,-1.1885841622067561,-3.0414976891319134
1648819800,273.75,274.96,262.67,267.12,236.5809499005574,235.84734760266224,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51723511,52818129.05,0.491483562468562,1.1825947701237645,-1.1825947701237645,-2.4866136148531317
1649079000,267.28,275.58,266.13,273.6,236.9492986577658,236.24098593497405,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39770782,52552563.7,0.3965197376986746,1.1791715482878269,-1.1791715482878269,-5.699718789655184
1649165400,272.54,273.19,258.2,259.31,237.17179319848455,236.57647861223805,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43661473,51948301.4,-0.23277351202478813,1.1706760246201298,-1.1706760246201298,-6.027624601789848
1649251800,249.34,253,240.03,244.07,237.24043207213148,236.84329972057395,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70383256,53003754.45,-0.951410998036818,1.183541811650035,-1.183541811650035,2.2685263663748483
1649338200,244.41,247.22,234.78,242.08,237.2885869768864,237.04621216116524,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55799236,53653388,-1.2687717977212374,1.2079825649506353,-1.2079825649506353,2.2430247730572725
1649424600,239.17,239.23,230.6201,231.19,237.22790451940494,237.17560308493475,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52478064,54441248.35,-1.8100536523293518,1.2564152243775693,-1.2564152243775693,1.1707899856122523
1649683800,222.14,223.1994,216.6,219.17,237.0482238774208,237.19538812886577,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57520684,55390511.35,-2.3809278356979475,1.3256954000270262,-1.3256954000270262,1.913428557311929
1649770200,225.37,227.25,212.8204,215.04,236.82923657515792,237.1268768042004,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66225807,56241823.25,-2.6404041076521505,1.4087950086248817,-1.4087950086248817,4.465329109486665
1649856600,217.28,225,214.55,222.03,236.68198048983297,237.01518648774072,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51694344,55469431.75,-2.4038848789544374,1.482081792757398,-1.482081792757398,1.7474173235323287
1649943000,225.05,227.77,211.63,212.58,236.4421597884416,236.84590105005176,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56909685,55955210.05,-2.591699138830454,1.5630106307967373,-1.5630106307967373,1.5380942620981994
1650288600,212,220.88,210.79,217.83,236.2569641686561,236.65171297990202,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52570061,54930120.3,-2.2122300537423985,1.6153070484480871,-1.6153070484480871,0.15769044447554142
1650375000,217.2,223.73,213.14,221.98,236.11490482369436,236.46504916915669,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51278058,54535387.8,-1.7619019306343386,1.6395024475431164,-1.6395024475431164,-0.9810059035667099
1650461400,225.171,226.7037,212,214.82,235.9030152234586,236.27980489881685,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46897444,54145224.5,-1.6539712503007291,1.6700523474528821,-1.6700523474528821,-2.8338305362792906
1650547800,217.0915,223.92,200,201.83,235.56398024611076,236.0562048500724,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65620944,54915672.4,-1.8445050378202934,1.709780134180331,-1.709780134180331,1.6145856063039365
1650634200,203.03,204.86,195,195.15,235.16185108943304,235.8001431102707,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62471343,53652343.85,-1.921999739532911,1.7487777394610795,-1.7487777394610795,2.9491139992016064
1650893400,192.02,199.45,190.96,199.02,234.80223068058297,235.50919641265608,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64156561,53965091,-1.649752011980361,1.7602578403611562,-1.7602578403611562,3.8758007741385074
1650979800,197.18,197.88,186.7,187.88,234.33534281311447,235.15328401054006,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65314250,55103333.9,-1.969583231308821,1.7730785119079315,-1.7730785119079315,4.386265051082779
1651066200,185.98,191.67,182.9,184.15,233.83598616820785,234.73987819948994,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49946017,55155712.75,-2.066913437852688,1.785944564782344,-1.785944564782344,0.5383718498570035
1651152600,189.67,200.37,184.8957,197.82,233.47761814663366,234.3226057795945,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57032671,55689910.65,-1.458806364785139,1.7834494005263961,-1.7834494005263961,0.19904216827147392
1651239000,194.02,201.2848,185.17,185.47,232.99993040388108,233.89022164248408,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50043491,55574884.1,-1.7601962440168308,1.7684925475835482,-1.7684925475835482,-1.8839309922533047
1651498200,185.405,195.74,183.91,195.33,232.62510522573302,233.4547965515141,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57204868,55848951.95,-1.21087457044023,1.7442930413206232,-1.7442930413206232,-0.9735545225441125
1651584600,194,198.25,191.33,196.02,232.26087532298942,233.03990305348913,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47575084,56239167.05,-0.9209325649867792,1.7139259039572745,-1.7139259039572745,-3.098100331331866
1651671000,199.23,204,187.51,203.34,231.97310541927808,232.66732690370313,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64885463,57300366.55,-0.3675617125779485,1.6777800024208709,-1.6777800024208709,0.7118660902925346
1651757400,198.67,199.25,185,188.44,231.53994019122555,232.2797913126215,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62633141,56912860.8,-0.6868683215383224,1.6626480173762168,-1.6626480173762168,2.0493147380952648
1651843800,187.36,195.12,179.9,186.75,231.0942691445467,231.89865906075465,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63329672,57289382.6,-0.6312574658442678,1.6568608280738146,-1.6568608280738146,2.7953166940124468
1652103000,180.34,182.55,168.27,169.5,230.48139084460095,231.46991618452822,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64445451,57887751.95,-1.364548201373979,1.6763070219006104,-1.6763070219006104,3.282038190761021
1652189400,176.89,181.98,170.25,175.95,229.93878994067458,231.00549910806527,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76147429,58819089.2,-1.1984617265802928,1.6914989021518816,-1.6914989021518816,6.040808611551772
1652275800,173.47,177.53,165.68,166.3,229.3055681502201,230.47199165425369,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67016703,58858634,-1.7032416288846017,1.7248311446398534,-1.7248311446398534,4.997600454162948
1652362200,162.191,167.88,155.67,161.75,228.63337344225772,229.8906783044601,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70872837,59817558.65,-2.020741945387615,1.7612981242328531,-1.7612981242328531,4.9809857627699605
